,left_eyebrow_18x,left_eyebrow_18y,left_eyebrow_20x,left_eyebrow_20y,left_eyebrow_22x,left_eyebrow_22y,right_eyebrow_23x,right_eyebrow_23y,right_eyebrow_25x,right_eyebrow_25y,right_eyebrow_27x,right_eyebrow_27y,left_eye38_x,left_eye38_y,right_eye45_x,right_eye45_y,left_lip49_x,left_lip49_y,lip_center_upper52_x,lip_center_upper52_y,right_lip55_x,right_lip55_y,lip_center_lower58_x,lip_center_lower58_y,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,-0.4438934326171875,-0.965240478515625,1.053474426269517,0.0850067138671875,-0.6931571960449219,-0.2940063476562216,-0.7227859497070312,-0.7108612060547159,-1.225669860839858,2.1250915527343466,0.9161834716796875,0.25103759765625,2.4687576293945455,0.64166259765625,0.24493408203125,1.2550048828125,-0.33924102783203125,0.27176284790039773,-1.858670949935913,0.07628059387207031,2.9963531494140625,-1.9693756103515625,-2.8654740769416094,3.0507125854492188,-0.0029010362923145294,-0.0027432478964328766,-0.0027432478964328766,-0.28689296155285504,3.56893586909827,-0.5423160699064746
1,0.570037841796875,-0.22132873535159092,0.01509094238279829,-0.764617919921875,-0.03285598754882102,-0.9500579833984375,-0.19823455810546875,0.13922119140625,1.4461059570312642,0.164642333984375,-0.4569091796875,-0.3102416992187784,0.2408294677734375,3.284210205078125,2.6336212158203267,1.0653228759765625,-1.5142211914062642,0.5616989135742188,-3.157751441001892,2.8847770690917933,1.4680099487304545,-0.9274330139160227,-1.8104127645492556,3.9798126220702983,-0.0022220863029360754,-0.003988210111856454,-0.003988210111856454,-0.005851653128386758,2.5854046914151363,-0.8198413918018423
2,0.4660797119140341,1.1383056640625284,0.2725830078125,0.7091522216796875,0.08325958251953836,0.20426940917965908,-0.3738746643066406,-0.14324951171875,-1.5002899169921875,1.485687255859375,-0.13000488281247158,0.7951812744140625,0.8349227905273438,-0.8127288818359375,1.9289169311523438,-0.1742706298828125,-2.548469543457017,-1.128776550292983,-0.981756448745728,2.8494873046874964,-1.3362579345703125,0.5687370300292898,0.5157055854797363,1.7766571044921733,-0.0017179083079099672,-0.004754152148962021,-0.004754152148962021,0.32051133871220294,1.8994345944627735,-0.798764287516746
3,-0.2662506103515341,1.1370544433594034,1.198150634765625,1.8404541015625,1.9510040283203196,0.8002471923828125,-1.1431427001953196,1.1953887939453125,-1.9669189453125,0.5097503662109659,0.893218994140625,0.9432220458984375,-0.43332672119140625,-0.0387725830078125,-0.6053466796875284,-0.21722412109375,-0.10636901855467329,0.8735427856445241,-0.028159618377685547,1.3086986541748047,-0.8082122802734233,0.13863754272460938,1.7571027278900138,2.3772659301757812,7.216818630694996e-05,-0.004894375801086419,-0.004894375801086419,0.8148949877263281,-0.4853682156771848,-0.6427737438822905
4,-0.5360565185546875,0.10269165039059658,0.9046478271484375,1.1109161376953125,1.554454803466804,2.865081787109375,-0.5886306762695384,1.924102783203125,-0.1470794677734375,1.384796142578125,-0.417694091796875,-1.1901550292969034,1.1429061889648438,-1.4742889404296875,-1.6576309204101562,-1.264678955078125,0.470550537109375,-2.8128929138183665,-1.4037475585937504,0.9877967834472621,-0.6558685302734375,-1.5775794982910156,-2.984283447265625,4.561317443847642,0.0001274067908525467,-0.0037074051797389984,-0.0037074051797389984,1.3566285338445958,-1.550756699019617,-0.9487216595618158
5,-2.0778198242187216,-1.23663330078125,-5.8769149780273295,-0.7160797119140909,-2.6638412475585938,2.1676330566405966,0.439434051513679,2.2265014648437784,1.8997879028320455,-2.894149780273409,1.4686584472656534,-1.7502136230468466,-2.9938430786132812,2.277069091796875,-0.7080230712890625,2.7326202392578125,3.9458999633789062,-4.783264160156257,2.171961784362793,-0.5214080810546875,-5.911590576171875,-4.624805450439453,4.16713285446167,-5.356727600097656,-0.00126606784760952,-0.005861867219209671,-0.005861867219209671,-1.7415876373743748,0.015558571091340845,-0.5384434033288974
6,-5.1495208740234375,0.8552398681640625,-5.217521667480483,1.7686004638671875,-2.8523483276367188,1.200347900390625,1.7596664428711009,-0.15707397460940342,3.3964385986327983,-1.2420806884765625,2.919403076171875,-0.1739044189453125,-0.97821044921875,0.6525421142578125,-0.348175048828125,3.252960205078125,7.1764907836914205,-6.471508026123047,3.4761204719543457,-2.177419662475586,-6.90593719482419,-2.329872131347649,3.9892566204071045,-10.47543334960939,0.001280952244997021,-0.00530310720205307,-0.00530310720205307,-2.5388050674654044,-3.4381790595144652,-0.2118769447103186
7,-5.625808715820284,-0.007675170898465922,-3.109649658203125,-1.405715942382784,1.7195854187011719,1.2410736083984375,-1.8055076599121094,0.34051513671875,4.583084106445327,-4.4990234375,4.925872802734347,-0.3907165527343466,-2.9648056030273438,1.88043212890625,-3.5880050659179688,3.1926116943359375,7.049346923828111,-4.636379241943352,2.5974996089935303,-1.0215244293212855,-3.2490234375,-3.7240982055664134,3.155184745788574,-6.897834777832017,0.0010403227061033214,-0.00411156564950943,-0.00411156564950943,-2.1684065786598516,-3.5031904550325104,0.05910542228610005
8,-1.00927734375,0.19427490234372158,-2.1337203979492188,0.2617340087890341,1.5249099731445241,0.2811737060546875,-0.6585388183593679,0.13409423828127842,-0.25908660888671875,0.012878417968721578,0.9261322021484375,0.0231170654296875,-2.0750808715820312,-1.756439208984375,-2.2257766723632812,0.1565093994140625,0.4026184082031108,-0.23439407348632812,0.11318087577819913,3.0300216674804688,1.155059814453125,-0.3085746765136719,0.5182734727859499,1.2529067993164062,0.00016697309911251415,-0.00031055137515068054,-0.00031055137515068054,0.44524303730572257,-2.4731029317955047,-0.0736597695317287
9,-4.1155242919921875,0.5707397460937784,-4.178428649902358,-2.2283172607421875,-2.953697204589851,-0.95556640625,1.9528350830078125,0.2906494140625,3.7129440307617188,-2.8850402832030966,4.6163482666015625,0.01640319824221592,-4.05499267578125,1.315887451171875,-2.7836074829101705,2.9310150146484375,5.0025787353515625,-3.6425323486328125,3.3276747465133676,-2.848665237426758,-3.8489151000976562,-4.673259735107429,6.421702861785889,-7.578300476074219,0.00036793574690818787,-0.0028110891580581804,-0.0028110891580581804,-2.8570818891736747,-1.7571254173409803,0.012137470065242795
