,class,left_eyebrow_18x,left_eyebrow_18y,left_eyebrow_20x,left_eyebrow_20y,left_eyebrow_22x,left_eyebrow_22y,right_eyebrow_23x,right_eyebrow_23y,right_eyebrow_25x,right_eyebrow_25y,right_eyebrow_27x,right_eyebrow_27y,left_eye38_x,left_eye38_y,right_eye45_x,right_eye45_y,left_lip49_x,left_lip49_y,lip_center_upper52_x,lip_center_upper52_y,right_lip55_x,right_lip55_y,lip_center_lower58_x,lip_center_lower58_y,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,1,17,67,22,100,11,111,16,112,12,111,12,88,11,78,7,85,-16,76,-5,83,-12,66,-4,94,0.0006034654,-0.0173444748,-0.0173444748,13.0663047054,1.122054827,2.1235939653
1,1,1,-12,-7,-8,-13,-13,-11,-16,-17,-18,-21,-21,-11,-10,-9,-11,-3,4,-10,-20,-11,1,-12,26,0.0093133659,0.0024216101,0.0024216101,0.1414168672,-6.5418924633,-0.8291557939
2,1,-2,30,1,45,-3,53,-39,51,-36,46,-30,40,-20,37,-23,38,-33,7,-35,9,-33,8,-37,10,0.0052549638,-0.0053153709,-0.0053153709,5.9271307191,3.1184066632,1.2838639299
3,1,15,54,20,61,17,61,11,55,9,59,7,53,17,48,11,47,8,36,9,30,8,27,10,56,-0.0045259316,-0.0123008005,-0.0123008005,3.5930835543,0.4510683735,-0.3936077102
4,1,4,-57,5,-43,0,-38,-8,-33,-15,-29,-19,-34,-7,-52,-14,-40,-17,-48,-23,-66,-41,-27,-37,-5,0.014700776,0.0149938315,0.0149938315,2.9547426418,-8.0220822225,3.6669669255
5,1,9,46,7,57,1,58,2,52,-1,51,0,39,0,48,-2,42,-29,60,-14,47,-10,55,-21,88,0.0058891459,-0.0067855343,-0.0067855343,8.426170198,-2.1116182783,-0.3964687108
6,1,4,11,6,18,8,18,-25,16,-20,18,-13,14,-5,1,-14,-2,8,-6,-7,-25,-22,0,-10,21,0.0045623941,-0.0008882768,-0.0008882768,0.4106338118,-3.275348879,0.2422135856
7,1,5,64,11,74,12,70,-4,66,-5,67,-3,62,-1,47,-2,43,-54,46,-16,58,5,55,-23,90,0.0046842881,-0.0121972226,-0.0121972226,6.7931259936,-0.5245975887,0.6690681316
8,1,7,13,7,31,0,32,3,30,-3,29,-6,17,-3,10,2,8,-8,6,8,-6,8,-2,9,8,-0.0028250329,-0.0017776601,-0.0017776601,1.8239315191,0.4941054002,-1.1989473576
9,1,0,51,11,70,11,74,-19,75,-12,77,-2,64,-6,40,-7,42,-43,17,-29,39,-23,29,-35,67,0.0042810468,-0.0102256387,-0.0102256387,7.1289592424,2.8971742956,2.2672884014
10,1,10,23,6,35,-2,40,-3,33,-1,29,4,22,0,15,9,14,6,6,-2,-9,-12,6,-3,-5,-0.0074455934,-0.0033364818,-0.0033364818,4.1496240846,6.7539135655,-0.9679755439
11,1,-7,25,-4,55,-13,63,-41,63,-32,63,-17,57,-25,18,-29,25,-42,5,-59,7,-59,24,-62,52,0.0094208026,-0.0042529553,-0.0042529553,6.8002951406,3.1199416923,3.1591372907
12,1,0,22,4,34,3,30,-13,26,-7,24,4,21,-2,10,0,7,-10,11,-10,12,-8,8,-12,14,-0.0027135871,-0.0019983575,-0.0019983575,4.1943015881,4.6005696432,-0.4718521736
13,1,12,14,2,33,-19,32,2,30,-4,34,-2,23,-2,18,1,17,-7,-12,-13,-20,-11,-12,-14,33,-0.0046552941,-0.0048352629,-0.0048352629,1.7253344741,6.2739248526,0.8277056458
14,1,-7,40,-6,34,2,16,-29,6,-23,3,-13,3,-14,0,-12,-14,1,6,-9,-17,-13,-2,-7,20,0.0012603514,0.0012479424,0.0012479424,3.3644196984,0.2911216649,-3.2592324019
15,1,14,19,14,28,13,31,10,32,8,35,8,24,9,18,11,24,-25,-23,-3,-5,6,-8,-10,23,-0.0049927123,0.0011107922,0.0011107922,6.4884752063,4.0686976038,2.1934197974
16,1,22,-53,23,-39,14,-30,10,-31,5,-28,1,-35,10,-39,4,-32,-11,-53,-4,-53,-11,-49,-11,-17,0.0047927087,0.0157926679,0.0157926679,1.9662550055,-4.3857801207,2.6472506332
17,1,20,47,22,61,16,73,4,77,2,73,2,71,13,48,4,54,-4,27,-7,29,-18,41,-19,58,0.0014252877,-0.0130741298,-0.0130741298,4.8320228585,-0.9466755732,3.767933235
18,1,-26,-4,-25,15,-38,27,-19,22,-24,20,-26,10,-21,4,-25,5,-42,-27,-36,-23,-35,-25,-37,30,0.0057762959,0.0030079708,0.0030079708,4.1582182844,3.5971108802,0.4902602222
19,1,-4,21,-4,30,-9,30,-13,25,-11,17,-6,12,-8,12,-6,8,-5,-12,-9,-13,-6,-15,-8,-9,-0.0043382673,0.0003449917,0.0003449917,6.5635989718,5.9047014795,-1.9903720427
20,1,-5,-1,-5,5,-6,-4,-18,-3,-19,3,-19,-3,-12,-4,-12,-5,-3,-4,-4,-21,-12,-10,-5,5,0.0041317516,0.0006408542,0.0006408542,-0.3262882371,-2.3677206111,-0.7675219264
21,1,6,31,8,41,5,44,10,46,4,49,4,36,4,34,7,37,-12,27,-3,24,-3,28,-5,52,-0.0004794067,-0.0076279268,-0.0076279268,2.5014338423,1.2641949377,0.8320357606
22,1,23,21,24,30,19,34,2,37,-6,38,-10,29,10,20,-3,24,1,-3,2,6,-8,2,-4,7,0.001298422,-0.0050200075,-0.0050200075,1.1293017378,-3.4052288431,1.5971741926
23,1,-29,-136,-28,-123,-38,-114,-25,-113,-25,-111,-26,-111,-38,-123,-24,-113,-50,-113,-49,-107,-34,-95,-51,-85,0.0153169204,0.0398652405,0.0398652405,-0.814871333,-0.9133876734,3.0554198323
24,1,18,29,16,43,7,45,9,45,8,49,3,45,9,31,5,36,-36,3,-13,23,0,15,-18,45,-0.0011218097,-0.0081536323,-0.0081536323,3.87922898,2.3671713307,2.829413298
25,1,29,106,32,120,28,119,-2,113,-10,110,-12,92,14,87,-4,77,-30,48,-11,58,-28,43,-18,75,0.0024627447,-0.0140119791,-0.0140119791,16.4200084868,-3.6899788749,-0.7020062203
26,1,29,37,28,46,21,44,7,44,7,50,3,45,15,25,12,24,12,20,12,3,6,17,12,46,-0.0025386475,-0.0083448105,-0.0083448105,1.0065721217,-1.6875124564,0.6704022832
27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,5,-17,8,-20,10,-25,-16,-20,-13,-13,-11,-9,-5,-30,-6,-23,-15,-66,-7,-74,-6,-57,-11,-42,-0.0016173823,0.0081961527,0.0081961527,-3.9301051104,2.7219531192,2.1009883785
29,1,10,23,7,28,4,28,1,24,3,24,2,24,6,16,2,14,-11,13,-1,6,-3,9,-4,34,-0.0018191105,-0.00391124,-0.00391124,2.7816850193,1.9037281493,0.2269421489
30,1,6,59,5,65,4,66,0,65,3,61,5,52,8,41,5,40,4,23,-2,19,0,17,-2,22,-0.006442069,-0.0109440759,-0.0109440759,4.6788942651,6.0021956711,-0.6144342141
31,1,4,8,3,6,2,-7,3,-7,1,0,-1,3,3,6,3,2,11,16,6,-13,-3,8,8,17,0.0012581307,-0.002553314,-0.002553314,-1.8391585742,-2.9108044391,-0.5381990665
32,1,6,11,-3,14,-9,12,8,8,7,8,11,1,-1,11,10,8,-30,-10,-2,-9,11,-7,-3,34,-0.0050345529,0.000769686,0.000769686,2.9828261758,5.4785403158,-0.4469076202
33,1,-3,-5,-6,-12,-8,-11,-30,-19,-17,-15,-12,0,-6,-5,-9,-5,-6,-7,-13,-14,-11,-4,-11,-1,0.0029224432,0.0001059696,0.0001059696,-2.0687563832,-0.4790481688,0.5288832974
34,1,-76,29,-90,36,-98,31,-105,25,-92,15,-74,15,-91,18,-88,10,-79,7,-102,1,-77,2,-95,20,0.0061501071,-0.003033936,-0.003033936,3.290811091,23.4025204923,-1.4500826667
35,1,21,42,23,53,20,53,15,53,15,61,14,54,14,39,18,43,-6,30,3,31,7,33,1,78,-0.0018109288,-0.0109144002,-0.0109144002,2.8152401216,0.5870264413,1.6885044506
36,1,-1,47,-13,57,-22,49,-41,41,-29,46,-9,41,-14,29,-14,23,-32,3,-32,3,-13,-6,-29,37,-0.0032182864,-0.0070441961,-0.0070441961,3.9482786025,9.0580068975,-1.45236608
37,1,26,13,25,18,26,4,10,4,7,17,2,14,18,0,15,-3,24,-11,27,-32,23,-17,24,15,-0.0045234589,-0.0047055557,-0.0047055557,-4.6903173931,-2.6361562744,-0.3383609741
38,1,1,98,11,123,10,114,-19,116,-17,122,-18,116,-8,96,-22,97,-67,85,-45,110,-44,90,-50,133,0.0136346114,-0.0233386829,-0.0233386829,10.7471152175,-2.1136560598,2.7265302535
39,1,-2,17,4,38,1,48,-18,45,-17,35,-6,13,-7,18,-3,16,14,-17,1,-19,-14,-16,0,-19,-0.0066248667,0.0048327409,0.0048327409,8.1739190751,6.7418513685,-1.4821766575
40,1,6,31,6,48,-5,48,-3,44,-8,42,-3,29,0,26,-4,22,-13,4,-4,7,-3,4,-6,32,-0.00329722,-0.0050537586,-0.0050537586,5.5218294852,4.0726240796,-1.0396491362
41,1,-7,23,-6,36,-10,36,-13,33,-14,31,-16,22,-13,16,-16,9,-10,20,-14,21,-22,24,-19,45,0.0084734908,-0.0025404245,-0.0025404245,3.9394400626,-3.8041410064,-0.5461271838
42,1,18,35,11,64,-9,56,-8,47,-9,56,-9,42,0,36,-3,33,-38,30,-21,15,-14,28,-21,52,-0.0008393377,-0.0037190393,-0.0037190393,9.4588200448,4.4721416177,0.5696495801
43,1,11,24,9,31,4,31,9,30,6,30,5,26,7,27,3,27,6,24,3,22,0,30,-2,55,0.0028587906,-0.0077626929,-0.0077626929,0.0463645498,-3.9707107689,0.8253240028
44,1,23,-30,22,-32,14,-27,23,-26,20,-27,12,-21,18,-8,15,-8,14,-23,8,-16,8,-12,7,-10,-0.001944354,0.0037436932,0.0037436932,-2.1061457881,-2.3111431027,1.8456253924
45,1,9,13,12,29,9,31,-4,27,-2,24,4,9,2,4,3,-2,3,-25,-2,-18,-1,-27,1,-20,-0.0073814453,0.0024086982,0.0024086982,5.8022576575,6.1853967928,-1.4926839942
46,1,-2,54,0,60,-1,61,-4,60,-4,62,-2,56,-3,53,1,55,-3,33,-8,36,-10,38,-10,33,-0.00234502,-0.0161477402,-0.0161477402,-0.1127805156,3.1706029126,1.2134782759
47,1,-10,189,-3,195,3,187,-4,185,-9,190,-13,183,-12,174,-9,173,-23,173,-10,161,-12,171,-14,209,0.0058035688,-0.0516346544,-0.0516346544,1.5294434218,-2.7539784216,0.3106957367
48,1,9,37,11,45,8,43,-5,43,-12,46,-15,42,-1,29,-6,30,-15,16,-10,9,-13,20,-15,35,0.0033907988,-0.0066911466,-0.0066911466,2.6687778255,-1.7600566351,0.5832518802
49,1,6,15,5,13,4,13,-2,12,-2,13,-2,17,1,2,3,2,-4,-15,2,-17,2,-26,5,-19,-0.0056594255,-8.62553715705802E-05,-8.62553715705802E-05,1.1314625109,4.7074327098,-0.5351057283
50,1,8,59,14,80,12,80,1,80,2,81,7,60,6,61,9,60,-14,16,-3,34,2,9,-2,37,-0.0087587731,-0.0134542137,-0.0134542137,7.1318742865,8.8029857393,-0.6975785827
51,1,-3,52,0,63,-2,62,-14,56,-9,71,-9,58,-8,38,-6,37,-54,7,-30,22,-23,3,-33,64,0.0021237954,-0.0057403073,-0.0057403073,8.3260627543,4.9706495355,0.9015517404
52,1,23,46,33,59,29,72,11,73,10,69,11,61,16,42,6,48,-13,16,-8,23,-7,16,-8,47,-0.0016300408,-0.0086922944,-0.0086922944,5.8739256939,0.7519526284,1.833477639
53,1,-30,-70,-36,-69,-35,-74,-49,-75,-35,-75,-26,-55,-39,-81,-39,-79,-50,-89,-44,-104,-28,-92,-41,-92,0.0034506069,0.021802403,0.021802403,-4.5514102527,8.0448146985,0.7123953028
54,1,-10,0,-8,12,-13,14,-25,10,-22,6,-21,10,-17,-2,-21,-2,-33,-23,-26,-38,-21,-27,-25,-9,0.0019358182,0.0010701045,0.0010701045,0.4053803506,3.5440340761,0.4789136202
55,1,0,23,9,27,11,32,9,31,6,30,4,23,4,10,8,8,-1,3,11,-11,2,0,3,41,-0.0009127175,-0.0024123117,-0.0024123117,1.6986653842,-0.6126032888,-0.2584165907
56,1,12,40,14,44,20,33,6,28,10,36,7,39,10,36,5,34,-3,23,-2,34,1,27,-2,27,-0.0016854592,-0.0100383833,-0.0100383833,1.4727838147,0.3444130793,0.9558357443
57,1,7,46,9,52,11,51,2,46,10,50,14,49,3,40,9,37,7,21,-3,31,2,28,-5,36,-0.0051678238,-0.0091732591,-0.0091732591,1.4578079423,4.3689278657,0.8288233321
58,1,5,47,9,71,5,75,-6,61,3,66,5,67,-3,47,0,46,1,52,-16,38,-26,52,-20,78,0.0033746823,-0.012524195,-0.012524195,2.9424300606,-0.1100336072,1.7633520369
59,1,2,5,-4,11,-14,7,-14,4,-15,6,-11,1,-11,9,-7,6,-25,-13,-14,-22,0,-17,-12,17,-0.0002575144,0.0004028603,0.0004028603,1.2082692525,3.0398809259,-0.3322332647
60,1,6,60,1,61,-4,63,-6,64,-1,64,1,61,2,51,4,50,-10,25,-5,31,0,21,-5,77,-0.0029383808,-0.0146773495,-0.0146773495,1.0171417916,3.7232612655,0.3058322782
61,1,5,31,8,28,12,22,-15,18,-5,20,0,26,1,14,3,11,2,-1,3,-17,7,1,3,22,-0.0051421912,-0.0070776232,-0.0070776232,-3.1423722801,3.4379394127,-0.5154103747
62,1,12,18,3,31,-12,34,-3,33,-3,31,3,23,1,13,-1,12,3,-19,-16,-20,-8,-9,-14,-8,-0.0088555855,-6.86459243297577E-05,-6.86459243297577E-05,5.3117366806,10.6217134883,0.6637002081
63,1,15,47,26,60,25,66,10,62,12,67,12,61,15,34,10,38,-12,3,-4,13,5,9,-4,21,-0.0059341567,-0.0079870895,-0.0079870895,5.3711682893,4.8194804354,1.7433122148
64,1,17,-27,29,-8,30,-16,7,-16,-6,-1,-20,-19,12,-32,-2,-26,1,-52,21,-67,3,-54,19,-43,0.001999302,0.0061920024,0.0061920024,-4.5525517052,-7.7812224015,0.9215617608
65,1,31,-11,30,-3,24,1,7,6,8,9,9,7,22,-13,12,-6,10,-44,1,-42,-3,-29,-4,-24,-0.005124893,0.0020399243,0.0020399243,-0.6531049825,2.9142014293,3.044649551
66,1,2,-4,0,-3,-5,-7,-2,-8,-2,-3,-1,-3,-1,-10,2,-7,-26,-48,-10,-36,8,-49,-8,-31,-0.0067297697,0.0037787147,0.0037787147,-0.4251674415,7.9840263205,0.6368060541
67,1,-6,41,1,53,1,58,-33,53,-22,44,-10,44,-9,27,-15,24,-34,9,-38,22,-32,27,-45,26,0.0030310152,-0.0054078326,-0.0054078326,6.0360648726,4.5747500898,0.5936015605
68,1,14,-55,13,-44,7,-43,6,-44,9,-39,12,-41,7,-56,11,-52,-11,-83,-3,-72,9,-77,-6,-67,-0.0088764122,0.0209010579,0.0209010579,0.0916252887,8.5555670067,1.9552324152
69,1,7,9,18,35,20,45,-23,50,-10,42,8,22,6,3,4,6,19,16,-3,8,-16,13,-5,29,0.001092938,0.0020551011,0.0020551011,9.7155421835,0.097412763,-0.5486594345
70,1,-39,36,-30,54,-29,74,-33,73,-36,58,-24,33,-40,34,-26,33,-37,38,-29,16,-39,38,-36,121,0.0151433968,-0.0059490874,-0.0059490874,5.7612372421,-3.7365548252,-0.0529118943
71,1,10,5,15,23,11,38,7,32,2,20,5,4,5,3,9,0,-1,-19,2,-36,-2,-19,-2,31,-0.00046675,0.0035136305,0.0035136305,4.7747441939,0.0913181178,0.2797940314
72,1,10,-21,18,-1,17,15,23,6,19,-6,24,-25,13,-19,20,-22,10,-34,15,-45,13,-36,13,20,-0.0044062911,0.0110701025,0.0110701025,6.4777644554,1.3040591108,-0.7511806437
73,1,7,37,5,48,-5,53,-5,46,-1,39,8,32,4,31,5,26,-31,-13,-15,-3,12,4,-17,34,-0.0091087043,-0.0050911531,-0.0050911531,4.4492034072,11.2462352359,0.1083926294
74,1,9,-52,17,-44,22,-41,-6,-44,-5,-43,-6,-48,6,-68,0,-69,-31,-59,-10,-85,-3,-65,-14,-78,-0.0003181929,0.0217104107,0.0217104107,3.606573744,0.5692725232,0.3949270708
75,1,20,-30,23,-21,24,-24,5,-35,11,-30,13,-31,17,-47,16,-52,1,-43,-1,-57,6,-35,-1,-51,-0.005963055,0.0159346685,0.0159346685,4.2659907402,2.8001613793,0.020622665
76,1,24,19,19,40,1,48,11,49,1,48,-3,33,16,20,1,23,-23,8,-13,-6,-1,5,-15,28,-0.0026799217,-0.0033694282,-0.0033694282,3.8106615034,2.4941428388,1.7218797737
77,1,-5,-15,-7,-9,-11,-6,-14,-5,-15,-10,-8,-17,-4,-17,-10,-19,-11,-47,-8,-62,-16,-45,-11,2,0.0005141282,0.0078587532,0.0078587532,0.6599215288,1.6111203041,-0.2655191424
78,1,-70,-80,-84,-58,-105,-54,-134,-66,-138,-70,-135,-91,-95,-94,-127,-104,-100,-160,-120,-164,-128,-169,-116,-137,0.0299013804,0.0370843634,0.0370843634,8.0521792111,4.2528006734,-3.8802767923
79,1,5,-65,-3,-56,-14,-55,-10,-55,-24,-48,-38,-53,-15,-66,-23,-59,-13,-112,-17,-112,-26,-102,-20,-77,0.0057252483,0.0198479965,0.0198479965,-3.8146879563,-2.5053769809,1.9620795073
80,1,11,17,19,40,14,49,0,42,1,40,8,22,4,20,5,18,-2,-10,-3,-4,-3,-5,-5,30,-0.0041430644,-0.0010902509,-0.0010902509,6.0898905083,3.2899227302,-0.2772311022
81,1,15,-23,15,-9,6,-8,-3,-8,-17,1,-23,-16,2,-24,-13,-21,-17,-39,-5,-43,-16,-42,-8,-1,0.0077818644,0.0070192441,0.0070192441,0.6284369743,-7.3728877756,0.855021467
82,1,19,86,20,84,26,67,5,55,-1,47,3,34,9,51,6,37,-12,48,-6,50,-17,37,-3,80,-0.0005890597,-0.0086025223,-0.0086025223,8.263159341,-1.2604419768,-3.0627018792
83,1,9,18,12,28,10,22,-4,19,-4,20,1,16,5,3,-2,-2,-5,-4,-9,-5,-4,2,-13,10,0.0030203918,-0.0004177317,-0.0004177317,5.4879131468,3.4460622391,-0.6910685998
84,1,22,-4,18,-2,12,-7,5,3,-3,23,-17,26,10,-7,-8,10,-28,-20,-20,-8,-28,-4,-29,4,0.0094547679,2.47284770011902E-05,2.47284770011902E-05,-2.3799916332,-5.7995917242,6.7002814999
85,1,4,-17,0,-14,2,-19,21,-25,15,-21,4,-24,5,-7,2,-17,-2,-10,-6,-12,-9,-16,-1,7,0.0034029149,0.0104846358,0.0104846358,6.6226220849,-2.8550192235,-0.7956366781
86,1,15,-37,27,-20,24,-1,21,7,7,9,-4,-7,12,-24,12,-6,-21,-53,-2,-45,-11,-31,-15,-8,0.0029209107,0.0087679587,0.0087679587,2.0651386711,-3.0998684413,4.1038835091
87,1,32,40,23,66,-3,79,27,76,2,65,-14,42,2,49,6,46,-25,3,-3,11,-8,-2,-3,58,-0.0032860786,-0.0054954663,-0.0054954663,10.6084844043,0.8049350749,-0.9372033218
88,1,-5,-3,-10,7,-25,12,-5,11,-12,7,-8,-2,-9,-5,-9,-9,-30,-48,-11,-50,-4,-45,-18,-15,-0.0035971296,0.0003141165,0.0003141165,-4.0493824829,6.141903154,0.5277598268
89,1,1,23,5,39,5,39,-8,31,-7,35,-4,18,-3,11,-7,9,9,7,0,-5,-6,12,-1,40,0.0011540884,-0.0046224296,-0.0046224296,0.7005415294,-1.514977326,-0.8000336278
90,1,-22,-81,-34,-77,-45,-83,-41,-84,-36,-77,-34,-68,-36,-92,-34,-91,-53,-147,-42,-146,-33,-145,-45,-113,6.94922637194395E-05,0.0308238324,0.0308238324,-0.2782921544,10.6869433954,1.5045678832
91,1,7,20,11,35,8,43,-12,46,-5,42,3,36,-2,21,4,24,-15,17,-4,-3,0,15,-6,48,-0.0011634803,-0.0052506775,-0.0052506775,2.2382909265,2.9144857664,0.7375224447
92,1,-61,-77,-71,-57,-88,-64,-114,-68,-131,-61,-135,-86,-82,-92,-119,-94,-85,-147,-108,-151,-131,-143,-114,-137,0.0334240145,0.0352211464,0.0352211464,6.9101428215,-2.882130982,-0.9346232543
93,1,4,64,11,86,7,98,-2,93,-5,83,2,60,-3,59,-1,54,-16,65,-20,48,-27,54,-27,95,0.0057227034,-0.0102616362,-0.0102616362,10.0950153087,-1.1270535289,-0.840467443
94,1,1,25,7,50,-1,62,-23,65,-10,62,10,52,-2,22,-3,25,-12,8,-15,23,-12,14,-19,10,-0.0064411368,-0.0012718812,-0.0012718812,9.695733198,11.0266336794,0.6003020899
95,1,28,12,23,34,6,42,-6,42,-7,39,2,31,9,8,0,12,-15,-18,-10,-6,-14,-12,-16,34,-0.002106579,-0.000283435,-0.000283435,2.7461276962,2.7246419494,1.7248823631
96,1,-18,48,-24,63,-38,62,-36,58,-26,76,-21,85,-31,29,-36,38,-82,42,-83,65,-62,56,-86,56,0.0113846969,-0.0083466731,-0.0083466731,6.556527646,7.4607952186,5.0856497025
97,1,-66,-45,-77,-31,-91,-34,-112,-34,-124,-29,-131,-42,-90,-49,-116,-45,-95,-109,-111,-111,-130,-106,-114,-94,0.0397710679,0.0283426492,0.0283426492,3.1401230407,-3.4731987582,1.3881713679
98,1,-62,-61,-81,-50,-99,-61,-114,-65,-125,-59,-127,-76,-84,-71,-113,-75,-92,-146,-101,-157,-111,-148,-102,-120,0.0338113671,0.0383841647,0.0383841647,1.9840524727,0.3518901692,-0.9237861419
99,1,17,21,21,33,18,35,-13,42,-20,37,-15,16,3,25,-10,20,0,20,3,-6,-16,-5,5,25,0.0039106649,-0.0013433099,-0.0013433099,5.8026861309,-5.2944156115,-1.7827122678
100,1,4,-28,4,-39,10,-42,-11,-44,-18,-49,-18,-55,4,-52,-10,-57,-9,-76,11,-74,4,-79,11,-56,7.29132443666476E-05,0.0129907727,0.0129907727,0.3427173658,-2.9002489291,-2.6573545725
101,1,28,41,39,51,39,56,5,51,4,44,13,33,18,38,12,31,-13,0,6,6,9,-11,4,46,-0.0063102199,-0.0050104335,-0.0050104335,4.4076155398,2.326042011,-1.0913557487
102,1,18,25,31,48,32,61,19,62,12,64,0,50,13,36,6,46,2,3,11,18,-10,9,6,9,-0.0028794026,-0.0106839575,-0.0106839575,-1.6081641097,-0.7986837827,2.842384429
103,1,-80,-56,-85,-31,-103,-27,-134,-40,-140,-37,-142,-51,-103,-65,-128,-64,-106,-114,-127,-116,-147,-110,-131,-104,0.0371906697,0.0281147063,0.0281147063,5.3288320006,-0.0244453137,0.2069682742
104,1,23,57,29,80,20,89,-5,87,-8,86,-4,71,8,56,-2,60,-23,40,-13,38,-12,34,-16,88,0.0025561058,-0.0112973284,-0.0112973284,6.7705103374,-0.5795532541,1.3229812335
105,1,15,-29,9,-19,-2,-18,-5,-24,-2,-24,1,-28,5,-22,-2,-26,-6,-53,-10,-52,-6,-52,-9,-38,-0.0037515414,0.0096277818,0.0096277818,1.7057323353,4.2353756066,-0.201732014
106,1,6,29,13,43,12,37,-6,35,-5,35,9,20,3,15,8,7,-16,-11,1,0,12,-20,4,-5,-0.0083202277,0.0003808774,0.0003808774,5.1304066458,7.1374592049,-1.627741842
107,1,5,45,4,64,-7,77,-5,67,-1,58,14,52,-2,33,6,36,-18,38,-19,41,-9,50,-24,55,-0.003212343,-0.0079004131,-0.0079004131,7.8578046214,7.6474739874,1.0070706213
108,1,17,20,15,35,5,26,-17,21,-21,31,-21,23,-1,9,-12,5,9,3,-13,-6,-19,7,-16,25,0.0069647343,-0.0043365434,-0.0043365434,0.0622999162,-5.9845221037,0.6892975408
109,1,-3,29,6,37,9,39,-22,36,-13,39,-3,32,-13,19,-5,16,-13,9,-13,13,-11,4,-16,18,-0.0002455501,-0.0051814392,-0.0051814392,2.3448043258,4.0487927225,0.080097986
110,1,8,39,12,38,15,38,-13,37,-3,38,3,41,2,26,1,21,-1,9,-4,9,1,10,-3,10,-0.0036538467,-0.0077475905,-0.0077475905,0.683165254,3.2968934431,0.0275660604
111,1,7,-1,6,8,5,-4,-2,-5,-10,-8,-12,-12,-4,-8,-5,-12,-11,-14,-6,-22,-12,-13,-11,5,0.0059131165,0.0071668699,0.0071668699,4.9376267773,-3.9429422039,-0.4642835398
112,1,10,-29,9,-24,7,-30,-22,-33,-18,-29,-15,-30,-4,-32,-7,-36,-16,-61,-5,-77,7,-63,-3,-61,-0.0036655723,0.0092298985,0.0092298985,-1.7754519368,3.9242114014,-0.158788769
113,1,8,74,5,91,-3,81,-13,69,-9,60,8,42,-3,52,-2,36,-1,40,-16,43,-2,31,-15,46,-0.0085620054,-0.0073942691,-0.0073942691,13.0813477986,11.5247051799,-4.3465581139
114,1,-1,-24,-6,-27,-7,-28,-19,-32,-9,-33,5,-24,-9,-32,-1,-35,-13,-52,-7,-43,6,-47,-8,-42,-0.0039211822,0.008082781,0.008082781,-2.9080774812,6.115364361,-0.2660469912
115,1,5,14,15,29,15,32,-23,34,-15,37,-3,29,-4,2,-2,8,-17,-6,-17,-6,-19,4,-21,15,0.0022447181,-0.0001574159,-0.0001574159,4.1958540345,2.0075888105,1.5104632675
116,1,-10,43,-4,55,-1,51,-16,44,-8,49,-1,48,-10,41,-3,38,-30,-5,-6,11,7,-1,-7,34,-0.0047163831,-0.0098869652,-0.0098869652,-0.3093432372,6.632781344,0.3767720489
117,1,9,15,6,20,1,16,-3,7,0,11,2,14,0,6,3,3,-5,-14,-5,-2,4,-10,-4,10,-0.0026989458,-0.0021861456,-0.0021861456,-0.9965096389,2.0601211122,0.2263286118
118,1,5,21,5,38,-1,37,-24,38,-27,43,-23,29,-4,26,-13,26,-17,19,-20,9,-34,23,-31,64,0.012353925,-0.0040606931,-0.0040606931,2.0847006,-6.9721722941,1.8767170701
119,1,-1,-14,5,1,4,-4,-18,1,-12,13,-7,2,-4,-16,-3,-13,-11,-5,-1,-21,3,-23,3,-20,-0.0009201439,0.0013962984,0.0013962984,-1.8139389402,1.4900180616,0.2569904321
120,1,24,1,18,-3,17,-8,-12,-10,-9,-5,-7,-1,4,-10,-2,-10,-8,-13,-13,-22,-28,-11,-19,-14,0.0052382874,0.0055306219,0.0055306219,2.5027276959,-3.9427150779,1.5628119432
121,1,4,48,4,55,1,46,-8,45,-1,48,7,55,-5,33,4,34,-26,28,-17,34,-7,32,-18,63,-0.0009796238,-0.0050706863,-0.0050706863,9.5436077309,5.6613351991,0.2429214345
