,class,18-37,20-37,22-37,23-46,25-46,27-46,38-42,45-47,49-34,52-34,55-34,58-34,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,1.0,84.04239654541016,57.94969940185547,67.06197357177734,136.45401000976562,64.79243469238281,54.507537841796875,34.05443572998047,25.174541473388672,55.05502700805664,42.98027801513672,152.70587158203125,89.20575714111328,0.02048295922577381,-0.06472203135490417,-0.06472203135490417,5.27867453808053,36.78078356970114,-0.5175730557925206
1,1.0,64.46185302734375,68.33846282958984,76.5699234008789,158.85581970214844,70.0218276977539,59.94111251831055,25.230806350708008,20.476058959960938,74.2722396850586,41.01637268066406,171.84584045410156,134.01268005371094,0.009405950084328651,-0.03801855817437172,-0.03801855817437172,9.39038919638974,43.07489455077035,6.0757901131355005
2,1.0,94.99632263183594,67.27055358886719,88.17475128173828,160.1155242919922,69.4129867553711,54.597877502441406,27.695003509521484,14.287476539611816,86.16667938232422,40.19920349121094,136.505126953125,100.00091552734375,0.02018340304493904,-0.045743390917778015,-0.045743390917778015,1.5602777039042246,37.87334836357209,-1.922946178136726
3,1.0,77.94896697998047,75.90666198730469,81.668701171875,146.50100708007812,67.4932632446289,66.52776336669922,19.24315643310547,11.54333782196045,77.72567749023438,46.613807678222656,159.2841033935547,124.91785430908203,0.015399575233459473,-0.042513877153396606,-0.042513877153396606,0.8877709764992611,43.28735552176729,-0.1584957125241739
4,1.0,85.44298553466797,66.28340911865234,84.10350799560547,160.6497039794922,63.522605895996094,60.34661865234375,19.87246322631836,12.936766624450684,71.05072784423828,32.92949676513672,141.51007080078125,115.55006408691406,0.0246129147708416,-0.04700955003499985,-0.04700955003499985,2.8250878737494567,35.051121548076196,0.7457625477906185
5,1.0,93.90473937988281,94.59439086914062,94.88703918457031,138.39859008789062,73.33514404296875,65.99330139160156,24.285621643066406,13.983753204345703,92.24905395507812,43.49385452270508,132.7105712890625,94.38105010986328,0.03563309833407402,-0.06848638504743576,-0.06848638504743576,-8.794419697705802,29.20869409816572,-2.067947686247908
6,1.0,78.36884307861328,84.38526916503906,81.2607421875,136.90452575683594,78.23420715332031,67.53588104248047,32.30934524536133,21.805017471313477,81.28079986572266,37.98741912841797,155.61138916015625,140.2012176513672,0.03219478204846382,-0.015599075704813004,-0.015599075704813004,6.720213050847432,37.92404057523287,4.4117819937790586
7,1.0,102.37619018554688,91.4126205444336,93.37509155273438,153.83692932128906,66.79817199707031,57.40406036376953,30.009870529174805,16.94530487060547,101.59918212890625,49.51207733154297,144.99903869628906,123.15969848632812,0.017336037009954453,-0.038554560393095016,-0.038554560393095016,-0.8506553186188397,45.34377434114478,1.5504708229975566
8,1.0,100.16543579101562,91.31190490722656,94.17080688476562,139.35679626464844,82.109130859375,63.90171432495117,27.030628204345703,15.348050117492676,88.17446899414062,40.036956787109375,135.47952270507812,100.06298065185547,0.034732043743133545,-0.038218241184949875,-0.038218241184949875,2.6203730990104437,35.28810082128108,3.285081420102965
9,1.0,91.84180450439453,105.6539077758789,93.82952117919922,166.3771514892578,78.81624603271484,54.63580322265625,44.747703552246094,28.28120231628418,72.30408477783203,37.734249114990234,168.9932098388672,95.39454650878906,0.03253068029880524,-0.05678165331482887,-0.05678165331482887,1.6162286269239652,39.62382655117866,2.1262652044184835
10,1.0,96.38978576660156,91.66950988769531,96.94905853271484,140.2291717529297,87.25973510742188,72.18989562988281,26.157485961914062,18.8055419921875,96.91764831542969,47.28534698486328,176.90821838378906,126.4930648803711,0.03711417317390442,-0.021784313023090363,-0.021784313023090363,-4.207166327074494,33.16631660569131,2.253545203699195
11,1.0,95.1772232055664,97.03628540039062,87.54842376708984,145.1326904296875,86.68061065673828,75.80558776855469,27.185678482055664,17.95466423034668,63.28622055053711,37.69071578979492,173.8468475341797,114.00147247314453,0.04532014951109886,-0.030002450570464134,-0.030002450570464134,4.770653295807945,32.7795030523194,-1.5292830364166103
12,1.0,61.98225402832031,80.73915100097656,106.37986755371094,160.14456176757812,73.38089752197266,56.29222106933594,23.697032928466797,16.634506225585938,72.11418151855469,34.92505645751953,160.3867950439453,111.95450592041016,0.025861456990242004,-0.060238443315029144,-0.060238443315029144,3.1374711307770253,40.68670436195999,5.119303276204446
13,1.0,60.430965423583984,65.22201538085938,110.07727813720703,131.63890075683594,67.12608337402344,58.984336853027344,20.314254760742188,14.84101676940918,88.03318786621094,34.38123321533203,139.09628295898438,115.19384002685547,0.027623217552900314,-0.06687945127487183,-0.06687945127487183,3.2299120201191323,30.83723851556845,4.878364119611792
14,1.0,94.39128112792969,75.79821014404297,94.94781494140625,154.44485473632812,62.34755325317383,55.63505554199219,21.63259506225586,12.048478126525879,72.35234832763672,39.9284553527832,148.45321655273438,104.75444030761719,0.03304145857691765,-0.09426047652959824,-0.09426047652959824,-2.9374904081009037,37.86346673694473,1.8328252351518293
15,1.0,97.01872253417969,97.06179809570312,90.8788070678711,155.7643280029297,81.17259216308594,66.68183135986328,29.138076782226562,24.341594696044922,54.56248092651367,32.664634704589844,173.9004364013672,112.95398712158203,0.013747984543442726,-0.056625258177518845,-0.056625258177518845,2.6428548387947157,45.197085403958226,-2.9276505456178423
16,1.0,75.41285705566406,74.12168884277344,105.58979797363281,147.62969970703125,71.01132202148438,52.82518005371094,20.42301368713379,16.11103630065918,107.21321868896484,46.75712966918945,147.64202880859375,131.6266326904297,0.028551947325468063,-0.05711107328534126,-0.05711107328534126,2.617866753826089,35.43002721982376,8.051741376009998
17,1.0,83.18710327148438,71.85315704345703,74.79283905029297,136.1519012451172,67.58219146728516,67.0424575805664,25.746326446533203,16.521963119506836,74.8370590209961,36.28839874267578,159.10598754882812,126.71726989746094,0.03790182247757912,-0.04307319223880768,-0.04307319223880768,0.384994042362454,37.78671961900903,1.1584277725310508
18,1.0,62.41001892089844,57.60599899291992,89.71732330322266,154.44192504882812,57.97651290893555,52.36600875854492,25.835901260375977,17.813522338867188,69.76579284667969,42.65330123901367,152.53269958496094,94.2280044555664,0.02521377243101597,-0.07218046486377716,-0.07218046486377716,2.242255953897102,39.627858112697545,4.392660220639648
19,1.0,80.19171142578125,63.3270263671875,85.26134490966797,144.0060577392578,67.64984893798828,62.15362548828125,22.392860412597656,17.284841537475586,76.5655746459961,36.19875717163086,152.577392578125,129.3043212890625,0.03996964544057846,-0.07054290920495987,-0.07054290920495987,1.946067708494211,33.90393723111574,-1.6907435878220158
20,1.0,87.55644989013672,80.60706329345703,78.31749725341797,167.86749267578125,75.47675323486328,50.01910400390625,31.794261932373047,20.216489791870117,61.42852783203125,33.10901641845703,151.61749267578125,95.11140441894531,0.027189554646611214,-0.0888906791806221,-0.0888906791806221,-0.5298863219432796,41.73146206626816,-0.040561596870985275
21,1.0,66.25386810302734,58.73988342285156,89.43156433105469,143.3743896484375,64.68968963623047,58.70754623413086,10.795869827270508,8.324786186218262,100.08670806884766,55.66202163696289,132.83157348632812,120.60291290283203,0.028405411168932915,-0.04451891407370567,-0.04451891407370567,8.703302839508137,30.423052226984467,1.6570004002488101
22,1.0,92.189697265625,83.68888854980469,74.46156311035156,134.8981170654297,67.03323364257812,58.259159088134766,37.8011474609375,23.721166610717773,66.3782958984375,42.034515380859375,154.5367889404297,106.82449340820312,0.02760235033929348,-0.06437057256698608,-0.06437057256698608,1.2646253908606715,36.95653832139485,-0.9636416404169563
23,1.0,97.08638000488281,71.01545715332031,64.2258071899414,152.80665588378906,72.47130584716797,54.436283111572266,26.075143814086914,17.6613826751709,82.78846740722656,42.56493377685547,148.07901000976562,115.95960998535156,0.031176088377833366,-0.07974353432655334,-0.07974353432655334,-0.9272851586405849,47.37872549126215,1.5358339094274984
24,1.0,65.36663055419922,59.857688903808594,85.16133880615234,147.24058532714844,59.63823318481445,59.81309127807617,28.368989944458008,18.67972183227539,67.42221069335938,48.38570785522461,164.31141662597656,113.70420837402344,0.029026292264461517,-0.10591704398393631,-0.10591704398393631,6.395167055442187,37.30228277080776,2.8200182492279278
25,1.0,81.53324127197266,70.5758285522461,83.02281951904297,142.18589782714844,61.598323822021484,56.07502365112305,16.11787223815918,9.884073257446289,91.12745666503906,43.12109375,149.15879821777344,122.5115737915039,0.03389297425746918,-0.08044379949569702,-0.08044379949569702,0.10018844904878883,35.78831845747316,4.465230854848822
26,1.0,114.76284790039062,87.76181030273438,77.2991714477539,148.8665313720703,73.09503936767578,65.050537109375,31.92530059814453,20.091989517211914,72.91242980957031,35.64892578125,151.4451446533203,107.40567016601562,0.03699279949069023,-0.07464775443077087,-0.07464775443077087,-3.8061301350542283,39.790876236766024,-3.6531993582688154
27,1.0,62.48362350463867,64.20726776123047,71.75019073486328,167.9588165283203,73.04144287109375,59.30220031738281,34.392433166503906,27.477336883544922,81.22139739990234,61.39949417114258,178.5708465576172,113.20183563232422,0.0312343742698431,-0.053559690713882446,-0.053559690713882446,4.170846184554653,40.23094289429608,3.4052661334068617
28,1.0,69.52241516113281,58.636878967285156,70.44190216064453,145.2002410888672,75.89462280273438,58.68250274658203,27.32977294921875,20.6694278717041,69.27267456054688,37.28164291381836,145.95611572265625,128.82858276367188,0.03476240485906601,-0.0822763666510582,-0.0822763666510582,4.270281423963514,39.87310114719666,-2.5080124765480414
29,1.0,89.0612564086914,85.03726196289062,73.24276733398438,156.63075256347656,71.31312561035156,68.35266876220703,26.641494750976562,19.181591033935547,26.035268783569336,32.502838134765625,176.52659606933594,95.44011688232422,0.03422083705663681,-0.07010695338249207,-0.07010695338249207,4.961340435566701,39.73301078215409,0.7258720230830865
30,1.0,77.87246704101562,76.1970443725586,73.21981048583984,142.03814697265625,73.88178253173828,66.84656524658203,12.873806953430176,8.781718254089355,60.25055694580078,43.210208892822266,169.5517120361328,118.62425231933594,0.04764481633901596,-0.07652811706066132,-0.07652811706066132,7.830716327813283,37.90145547193702,5.282944674188286
31,1.0,98.11911010742188,95.36439514160156,103.52195739746094,154.62962341308594,76.00537872314453,59.582923889160156,25.188308715820312,16.2303409576416,87.68541717529297,46.329200744628906,156.2049102783203,103.10002136230469,0.020105713978409767,-0.042641978710889816,-0.042641978710889816,-3.4351105286147434,34.86100241955521,4.535621618586163
32,1.0,104.85932922363281,92.55962371826172,92.28325653076172,153.8585662841797,78.4704360961914,62.48827362060547,23.073562622070312,12.893411636352539,66.35576629638672,38.2067756652832,158.24510192871094,103.6937026977539,0.043671026825904846,-0.06080235540866852,-0.06080235540866852,1.540408753137109,38.49029263007185,2.843590278466043
33,1.0,100.64424133300781,90.89230346679688,73.48155975341797,148.74227905273438,79.43514251708984,74.19818115234375,21.50421142578125,12.957727432250977,86.51778411865234,42.859134674072266,158.10836791992188,122.24287414550781,0.046926870942115784,-0.09300370514392853,-0.09300370514392853,-2.859400293610309,46.13582848013364,-2.1753597146106065
34,1.0,60.63300704956055,78.44107818603516,108.0413589477539,161.3712158203125,71.73041534423828,53.25884246826172,26.993141174316406,17.46728515625,92.50055694580078,41.22509002685547,146.8004150390625,117.17822265625,0.034831319004297256,-0.10596349835395813,-0.10596349835395813,0.3326589496451277,36.01037610700825,-4.454809047508262
35,1.0,80.02693939208984,68.37639617919922,65.7332763671875,162.5315399169922,74.41839599609375,63.7498893737793,23.46504783630371,15.301168441772461,71.85710144042969,41.784576416015625,159.2180938720703,109.3257064819336,0.03995328024029732,-0.014033416286110878,-0.014033416286110878,4.876476875998978,43.11242061178483,2.4441207020572113
36,1.0,90.45479583740234,81.73856353759766,74.40186309814453,161.23829650878906,76.19501495361328,71.32389831542969,26.674936294555664,18.35378074645996,80.8431167602539,49.712955474853516,159.437744140625,118.88914489746094,0.029407737776637077,-0.049977730959653854,-0.049977730959653854,1.7273142837946978,44.488374946465264,2.392725941237179
37,1.0,88.39503479003906,86.85201263427734,88.65242004394531,143.68701171875,80.37115478515625,69.3451919555664,25.617223739624023,18.485795974731445,74.0625991821289,37.203529357910156,169.27947998046875,124.52664184570312,0.04032857343554497,-0.07131395488977432,-0.07131395488977432,0.6365095729467061,35.35254329654419,2.0125501322018606
38,1.0,64.7105941772461,48.066429138183594,45.84696578979492,166.90135192871094,63.10392761230469,67.00398254394531,21.756879806518555,17.233333587646484,66.2750015258789,45.276493072509766,158.1522216796875,119.84822082519531,0.025810740888118744,-0.055091749876737595,-0.055091749876737595,10.65782066753691,48.4497126847924,6.667333830463832
39,1.0,73.98297882080078,73.00888061523438,100.13661193847656,138.7273406982422,68.359375,64.80891418457031,18.31517791748047,12.039650917053223,72.98112487792969,45.03277587890625,150.2566680908203,122.86550903320312,0.05767621845006943,-0.06358782947063446,-0.06358782947063446,4.1777582048399875,25.57003284782398,-0.58272408079439
