,class,18-37,20-37,22-37,23-46,25-46,27-46,38-42,45-47,49-34,52-34,55-34,58-34,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,1.0,60.112762451171875,49.28614044189453,110.53251647949219,112.70816802978516,56.23653793334961,53.54780578613281,23.70874786376953,25.404916763305664,118.97645568847656,42.803070068359375,106.98174285888672,99.17913818359375,-5.999131462885998e-05,-0.061570342630147934,-0.061570342630147934,17.580987352700827,-1.5785078315147374,-2.4365370056581153
1,1.0,60.248844146728516,77.54361724853516,127.47183990478516,121.63631439208984,74.30018615722656,55.039085388183594,22.793598175048828,23.97197151184082,115.71391296386719,37.42396926879883,116.75125122070312,124.35707092285156,0.01382897887378931,-0.04921963810920715,-0.04921963810920715,3.44287224955309,-11.976237386881806,1.5075060869622583
2,1.0,61.352455139160156,62.766265869140625,127.88116455078125,124.23259735107422,66.46759796142578,62.22529983520508,19.34473419189453,20.322641372680664,122.20724487304688,41.19197463989258,112.18693542480469,104.00062561035156,0.005604089703410864,-0.05506537854671478,-0.05506537854671478,5.25193713505162,-8.925704951262105,-4.547044984370144
3,1.0,65.56497955322266,71.62027740478516,119.6250228881836,122.42279815673828,74.94953155517578,64.17779541015625,15.435513496398926,15.200479507446289,112.66956329345703,44.925392150878906,113.53568267822266,125.94767761230469,-0.0013910739216953516,-0.05283542722463608,-0.05283542722463608,1.844977124467259,0.45318868589969985,-2.0904856916992065
4,1.0,70.6482925415039,69.24944305419922,114.10992431640625,125.0709228515625,69.65984344482422,64.3853988647461,14.436899185180664,15.28994369506836,110.74903869628906,31.88970375061035,104.07217407226562,112.3040771484375,-0.0030436920933425426,-0.052896447479724884,-0.052896447479724884,5.719306955620317,2.922863659157625,-2.1561777257741883
5,1.0,72.1295166015625,79.80036163330078,124.78408813476562,119.25175476074219,76.498046875,74.30448150634766,19.675371170043945,20.022302627563477,114.92506408691406,41.187171936035156,108.8481216430664,88.666015625,0.0007808008813299239,-0.06391309201717377,-0.06391309201717377,7.998382392673253,-2.1053397947268144,-3.8733382566432115
6,1.0,62.84546661376953,83.51901245117188,117.63556671142578,116.82011413574219,87.54585266113281,66.97059631347656,30.768985748291016,31.386428833007812,119.58501434326172,35.457374572753906,102.27394104003906,141.9916229248047,0.008583791553974152,-0.02914327383041382,-0.02914327383041382,0.31116482863397876,-8.335303619884607,0.8250588832827263
7,1.0,55.247379302978516,70.72798156738281,121.77240753173828,120.55274963378906,71.80452728271484,57.140506744384766,24.862266540527344,24.646854400634766,120.61114501953125,28.75680160522461,132.81649780273438,132.4512939453125,-0.008187821134924889,-0.06829044967889786,-0.06829044967889786,4.006105065049068,4.745972278062539,-4.285051401254593
8,1.0,60.36334228515625,74.70350646972656,130.67665100097656,132.35614013671875,77.50786590576172,61.36463165283203,22.319629669189453,22.821542739868164,125.25299072265625,49.41398620605469,121.851318359375,128.9571533203125,0.006231149658560753,-0.050362683832645416,-0.050362683832645416,-2.6360061258388954,-10.469972510095856,-2.157095900888377
9,1.0,68.55403900146484,82.62757873535156,116.42265319824219,115.73922729492188,89.36893463134766,73.60140228271484,22.842815399169922,22.552919387817383,109.39451599121094,39.16311264038086,105.69034576416016,97.7656478881836,-0.0005646744975820184,0.046277791261672974,0.046277791261672974,4.73037597622869,-0.9790597201397429,179.44071612891761
10,1.0,56.414920806884766,81.11592102050781,132.1378936767578,132.774658203125,80.76813507080078,59.49478530883789,33.6554069519043,34.403961181640625,125.00440979003906,35.160118103027344,121.49372100830078,106.13870239257812,0.0032635938841849566,-0.0702211782336235,-0.0702211782336235,-4.187728700889919,-4.970945432616177,-1.0277813597142005
11,1.0,64.22964477539062,87.25458526611328,118.15092468261719,113.8230972290039,87.73542022705078,68.735595703125,31.391870498657227,30.072982788085938,108.91734313964844,34.16764831542969,113.98456573486328,114.71855163574219,0.0002563467132858932,-0.05188451707363129,-0.05188451707363129,2.1962139579093494,-2.0714610484920657,-2.2265122066345273
12,1.0,59.16299819946289,59.9403076171875,125.49639892578125,117.70354461669922,67.90562438964844,63.02120590209961,19.68990707397461,21.241975784301758,117.97928619384766,33.26706314086914,106.06279754638672,110.93299865722656,0.013473753817379475,-0.036882396787405014,-0.036882396787405014,3.281579289509533,-12.77886361535793,0.7752190019028208
13,1.0,56.33383560180664,59.02211380004883,126.8575668334961,103.9859619140625,58.28194046020508,57.1768684387207,16.71474838256836,19.52915382385254,135.87416076660156,33.10521697998047,89.01892852783203,114.95987701416016,0.008893409743905067,-0.04190806299448013,-0.04190806299448013,3.0705786279119662,-27.747208811555232,3.279582680229651
14,1.0,61.268672943115234,67.35072326660156,131.7249755859375,125.83943939208984,68.4747085571289,61.312255859375,17.92203140258789,17.365808486938477,120.57131958007812,41.242225646972656,113.32364654541016,112.52344512939453,0.004959520883858204,-0.06659385561943054,-0.06659385561943054,5.223974670796952,-4.159237224688497,0.3128838024412566
