,class,left_eyebrow_18x,left_eyebrow_18y,left_eyebrow_20x,left_eyebrow_20y,left_eyebrow_22x,left_eyebrow_22y,right_eyebrow_23x,right_eyebrow_23y,right_eyebrow_25x,right_eyebrow_25y,right_eyebrow_27x,right_eyebrow_27y,left_eye38_x,left_eye38_y,right_eye45_x,right_eye45_y,left_lip49_x,left_lip49_y,lip_center_upper52_x,lip_center_upper52_y,right_lip55_x,right_lip55_y,lip_center_lower58_x,lip_center_lower58_y,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,5.0,-0.210723876953125,7.941375732421875,4.856651306152344,20.88720703125,10.69717788696289,8.655548095703125,13.98880386352539,11.1451416015625,0.643096923828125,9.669342041015595,-10.758331298828123,-10.43798828125,-5.470710754394531,-4.074600219726534,-4.551826477050781,-4.53143310546875,-6.181877136230469,-11.693302154541016,14.88209867477417,1.9476890563964844,-11.560173034667967,11.313385009765625,19.089886188507077,17.845199584960938,0.0033946819603443146,-0.02795363962650299,-0.02795363962650299,0.5291983197036454,-26.103753013514186,-1.899529393461399
1,5.0,0.569580078125,6.6162109375,7.720527648925781,15.930877685546875,12.541574478149409,6.9725494384765625,9.603092193603525,7.2092742919921875,-3.5806427001953267,4.130432128906222,-10.263122558593775,-9.31207275390625,-5.368743896484388,-4.2908477783203125,-4.899139404296875,-4.523971557617188,-13.40557098388672,-6.9586944580078045,14.432711601257324,8.610542297363281,-2.9766006469726562,15.016029357910154,11.645318508148193,8.206039428710938,-0.002883092500269413,-0.02381521463394165,-0.02381521463394165,2.5723688024508844,-19.789981338649227,-2.245628570336419
2,5.0,-0.05130004882809658,8.913879394531223,3.664352416992188,13.010360717773409,10.791357040405266,0.2026214599609375,3.722606658935547,0.2100067138671875,-5.973701477050781,-1.350051879882841,-12.581024169921875,-5.135177612304716,-4.660926818847671,-3.84918212890625,-4.139678955078125,-5.923538208007841,-6.6018829345703125,-1.3736305236816406,17.792790293693542,3.0098533630371094,2.118202209472656,20.04137420654297,15.820238828659058,3.1898956298828125,-0.006125388666987421,-0.00544474646449089,-0.00544474646449089,-1.2207404602430918,-26.56785215111936,-2.379576754509985
3,5.0,-4.288360595703125,7.4530792236328125,5.6971282958984375,19.05290222167972,19.89042472839355,14.8426513671875,2.05362319946289,11.864959716796903,-2.2742614746093466,8.323562622070341,-4.286651611328125,-4.567092895507784,-6.9031448364257955,2.975204467773466,-4.030265808105469,-1.5143127441405966,-0.6697235107421733,-2.1130523681640696,14.759883880615234,-5.990665435791013,-1.900733947753892,20.24681091308593,11.240951299667358,20.094642639160146,0.012078637722879648,-0.011992964893579485,-0.011992964893579485,4.103951843466159,-38.21358589748654,-1.1677469999617691
4,5.0,1.01739501953125,6.1658172607421875,1.244148254394517,8.054656982421848,7.520984649658196,-0.3695678710936932,14.688777923583984,-3.845428466796818,6.070251464843763,-4.895172119140597,-15.571701049804688,-10.85394287109375,-4.848258972167969,0.59906005859375,-0.46527099609375,2.5406494140625,-10.987846374511733,-11.486602783203125,16.76372838020325,3.104736328125,-6.788948059082031,12.52261734008787,14.247237086296089,0.12220764160154828,-0.002684769686311483,-0.014984436333179476,-0.014984436333179476,-0.977880670979107,-26.381639779545488,1.62101662737898
5,5.0,-0.8371582031250284,3.3580780029296875,3.3468780517578125,11.840270996093777,5.989927291870121,9.34428405761716,8.279647827148438,10.403579711914093,1.4155120849609233,4.587936401367216,-2.3827362060546875,-6.374420166015625,-5.1288833618164205,-3.1619873046875,-3.30584716796875,-4.3343353271484375,-3.1153945922851562,-4.396102905273445,11.354517996311188,4.050415039062494,-6.972190856933594,10.194847106933588,10.441601753234863,-0.01958465576171875,-0.021629978669807315,-0.011374909430742264,-0.011374909430742264,3.868074232771873,-12.256082119243187,-4.410664742654488
6,5.0,-4.004516601562472,6.1549530029296875,4.022605895996094,8.37347412109375,11.658655166625975,0.5726776123046875,13.790756225585945,4.1327972412109375,1.6866607666015625,0.09768676757809658,-11.814834594726562,-12.10929870605466,-6.9480133056640625,0.352874755859375,-4.438018798828113,2.1123046875,1.1555252075195312,-8.483306884765625,12.290140867233276,-3.145824432373053,-4.150657653808594,19.934040069580078,11.786927074193954,-3.3742218017578125,-0.008112992392852902,-0.011444874107837693,-0.011444874107837693,-7.052264243046618,-23.304605294672257,0.7361010365209024
7,5.0,-4.0441436767578125,5.8975982666015625,0.4224090576171591,10.728652954101562,5.9576072692871085,1.7846069335937216,10.945526123046882,-0.11863708496090908,0.2306060791015625,-0.40338134765625,-8.878173828125057,-11.84796142578125,-4.8356552124023295,2.221282958984375,-4.104141235351577,4.82080078125,-4.5643310546875,-8.995674133300781,17.257723808288574,-4.118507385253906,-7.4313507080078125,20.1115608215332,15.936887264251707,-6.0587310791015625,-0.006590285338461399,0.0004249215126037528,0.0004249215126037528,1.3743389763679073,-25.369073294051667,-1.5571786152078784
8,5.0,-0.4947052001953409,4.366088867187472,7.612022399902344,8.950744628906223,13.218345642089849,1.7474365234374716,5.094596862792969,1.889144897460909,-5.062759399414078,2.102020263671875,-17.514541625976587,-14.290191650390597,1.2595748901367188,-0.8506317138671875,-2.578216552734375,-1.722198486328125,-18.058364868164066,-5.582073211669922,13.234591007232664,9.282217025756827,2.371444702148437,13.692272186279295,10.633392333984377,5.446380615234362,-0.014751470182090998,-0.0128098763525486,-0.0128098763525486,1.890422900727513,-16.26077235075769,-2.3085461318829115
9,5.0,-5.047134399414063,4.744125366210909,2.543281555175781,12.626663208007786,13.867080688476562,4.723419189453125,5.5822486877441415,7.0564575195312775,-2.271583557128892,0.92681884765625,-6.7948760986328125,-13.48200988769534,-3.738250732421875,-1.8435516357421875,-4.943336486816406,-3.66925048828125,-4.7918548583984375,-11.632617950439453,17.301007464528087,-0.03823089599609375,-6.311759948730455,15.17647933959961,12.320649862289429,-2.3061752319335938,-0.0006874030223116276,-0.003364801406860352,-0.003364801406860352,2.0247909190005333,-30.071603867483606,-1.1994090670038866
