,Unnamed: 0.1,left_eyebrow_18x,left_eyebrow_18y,left_eyebrow_20x,left_eyebrow_20y,left_eyebrow_22x,left_eyebrow_22y,right_eyebrow_23x,right_eyebrow_23y,right_eyebrow_25x,right_eyebrow_25y,right_eyebrow_27x,right_eyebrow_27y,left_eye38_x,left_eye38_y,right_eye45_x,right_eye45_y,left_lip49_x,left_lip49_y,lip_center_upper52_x,lip_center_upper52_y,right_lip55_x,right_lip55_y,lip_center_lower58_x,lip_center_lower58_y,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,0,-3.376617431640625,8.858352661132843,15.283943176269533,22.761795043945284,31.357712745666504,8.810317993164062,30.028770446777344,12.523712158203125,-5.078063964843763,12.381088256835909,-34.019302368164055,-28.15962219238284,-7.156700134277344,2.1328582763671875,-14.27973175048828,2.2800445556640625,-12.33233642578125,-22.003498077392575,37.88792610168457,12.311759948730467,-40.86030578613281,9.795013427734377,28.742035388946533,23.551773071289052,-0.008956233970820902,-0.014590676873922346,-0.014590676873922346,-1.1019023140355042,-45.95707091164687,-3.5162029436331794
1,0,-0.5522613525390909,10.882202148437473,15.046188354492188,21.5614013671875,32.70489358901977,6.235565185546875,24.79426574707031,10.504745483398438,-0.1048583984375,6.247894287109318,-29.6661376953125,-25.486679077148466,-8.9781494140625,2.3230438232421875,-11.4508056640625,-0.573944091796875,-21.113731384277326,-20.68354034423828,31.907678604125977,9.811321258544922,-27.561485290527344,20.027122497558594,23.687546253204346,10.180633544921877,-0.01312559936195612,-0.0143757201731205,-0.0143757201731205,-2.7673832121306803,-43.62790507551341,-3.596761200954373
2,0,-7.199996948242131,12.798828125,9.09246063232422,17.665832519531282,33.36946487426757,0.4461212158203125,20.383342742919922,1.3936157226562784,-3.9067993164062362,-1.5155334472656534,-33.5653076171875,-22.516159057617188,0.9709167480468608,-2.752349853515625,-15.369613647460938,-3.849609375,-4.626350402832031,-7.4628257751464835,46.16988456249237,12.792041778564453,-18.20909118652344,26.404800415039066,31.40811133384705,11.241989135742188,-0.012024804018437862,0.006262887269258499,0.006262887269258499,-1.1358031332678475,-46.087224040223035,-4.939957502630958
3,0,-4.03497314453125,11.6497802734375,10.222129821777356,19.573455810546907,38.8867130279541,13.837432861328125,15.887168884277346,10.406967163085968,-3.529937744140568,-0.07742309570309658,-25.219039916992216,-19.34947204589844,-10.3414306640625,4.9935302734375,-9.86249542236328,-2.292877197265625,-3.883010864257813,-15.71290588378907,38.61668014526367,7.345151901245124,-19.37067413330078,26.927894592285146,26.47857260704041,22.152282714843736,-0.005892149172723293,0.001955002546310425,0.001955002546310425,5.268737810266874,-50.876821913393364,-3.0222999084538094
4,0,-6.788894653320341,0.6859893798827841,11.897308349609359,4.577697753906222,25.70515060424805,-0.8631439208984091,53.3780517578125,8.069778442382841,-10.248611450195297,-0.3505706787109375,-63.57588195800781,-31.11048889160156,1.953216552734375,6.376861572265625,-15.937339782714846,5.80322265625,-3.7753067016601705,-5.3102874755859375,50.608954668045044,8.942985534667969,-32.67158508300783,11.593776702880865,30.139055132865906,2.063079833984375,-0.012154776137322186,0.00022994354367256162,0.00022994354367256162,2.2808913352361326,-42.997233508522065,-1.440303639472971
5,0,-8.392440795898438,13.372909545898409,6.321235656738281,12.935470581054688,28.88590717315674,0.8934478759765625,23.155033111572276,6.15509033203125,9.281021118164062,-2.4637756347656534,-18.60807800292972,-17.580413818359318,-7.098449707031263,0.5699310302734375,-19.148117065429677,2.7227935791015625,-0.6226577758789062,-19.460533142089844,36.192831754684455,-4.5865859985351625,-30.971755981445327,35.712162017822266,27.656390994787216,3.0535888671875,-0.029020371614024043,0.00433004647493361,0.00433004647493361,-7.901983477395749,-38.9161135989245,0.9117229093499536
6,0,-9.70489501953125,5.703948974609375,7.075057983398409,13.830245971679688,27.11988639831543,3.710983276367159,27.641826629638672,4.2317657470703685,-5.3186798095703125,1.6875610351562784,-37.8875885009766,-28.92707824707031,-3.61346435546875,7.364669799804687,-17.59790802001955,8.311492919921875,-12.261558532714858,-17.18240737915039,41.789547920227044,6.721611022949219,-26.472618103027344,26.473251342773427,33.10865163803101,2.667396545410156,-0.02842323575168848,0.01791537180542946,0.01791537180542946,8.676934646440765,-45.605916709377574,-5.739490207871418
7,0,-10.97332763671875,2.9867095947265625,18.52838134765625,11.472122192382812,40.9295478463173,2.316207885742159,30.087268829345692,6.585342407226534,-18.11231231689453,8.031158447265625,-57.898910522460966,-37.03462219238278,12.401580810546875,3.777008056640625,-11.728492736816404,8.935882568359375,-20.248001098632837,-6.759346008300781,44.706434726715095,11.531003952026374,-32.15609741210937,14.06066513061522,19.0634822845459,4.893325805664063,-0.028258975595235825,0.0028234198689460685,0.0028234198689460685,0.653307103664172,-38.23559955632204,-4.4483345601595214
8,0,-10.375747680664062,10.141937255859405,7.075355529785156,14.5029296875,38.33736753463745,2.413909912109375,20.30229187011718,9.658706665039093,-7.351509094238281,2.2882537841796875,-32.794250488281286,-27.98193359375,-1.134376525878892,-0.3573760986328125,-19.079627990722656,-0.0548858642578125,-5.170722961425781,-21.37799835205078,44.730113223195076,10.586326599121094,-28.16933441162108,20.592578887939453,27.91112494468689,7.55126953125,-0.02275656105484813,0.010951142758131029,0.010951142758131029,3.1920586915939224,-47.1860363209138,-4.214277810380755
9,0,-5.615814208984375,9.6475830078125,13.241683959960938,13.475784301757786,32.48920536041259,4.733123779296875,21.613567352294933,3.92236328125,-3.330978393554716,-3.829315185546875,-31.24948120117185,-25.26506042480469,-0.22509765625,-1.5476226806640625,-11.753524780273438,-1.6315155029296875,-19.87711334228516,-25.87792205810547,39.46612203121186,6.6446266174316415,-7.863121032714844,19.85894012451172,27.971849441528324,8.81109619140625,-0.03325572004541755,0.0003861114382743766,0.0003861114382743766,5.156239682356442,-41.10130812523767,-3.0480747010434515
